borrower_id,age,gender,education_level,village_state,occupation_type,family_members,dependents,land_size_acres,crop_type,rainfall_mm,irrigation_type,soil_quality_index,annual_yield_tonnes,shop_monthly_revenue,business_expenses,inventory_value,annual_income,mobile_transactions_per_month,loan_amount_requested,previous_loans,previous_defaults,loan_repayment_status
R4510,38,Male,Secondary,Uttar Pradesh,Farmer,2,1,5.54,Groundnut,400.8,Canal,60,4.69,0,0,0,324948.78,18,167762,2,0,1
R4511,63,Female,Secondary,Maharashtra,Daily Wage,5,4,0,None,0,NA,0,0,126985.15,88825.54,68269.46,55399.13,16,63002,3,0,0
R4512,31,Female,None,Tamil Nadu,Farmer,6,0,0.55,Millets,1058.4,Borewell,68,1.34,0,0,0,21433.45,16,140470,2,0,1
R4513,58,Male,Graduate,Uttar Pradesh,Farmer,3,1,1.17,Sugarcane,988.3,Canal,69,1.85,0,0,0,49934.31,19,191941,1,0,0
R4514,21,Male,Secondary,Telangana,Daily Wage,6,2,0,None,0,NA,0,0,179959.48,90208.62,63112.26,109878.39,25,86470,3,0,1
R4515,55,Female,Primary,Karnataka,Daily Wage,4,1,0,None,0,NA,0,0,82646.38,35879.04,56087.27,68327.38,26,80208,0,0,0
R4516,35,Female,Primary,Andhra Pradesh,Farmer,7,0,3.46,Millets,1061.5,Rain-fed,57,7.47,0,0,0,158272.62,15,96563,3,0,1
R4517,62,Female,Secondary,Andhra Pradesh,Farmer,3,1,5.54,Rice,1187.6,Borewell,64,8.79,0,0,0,315018.71,18,91792,1,0,1
R4518,53,Female,None,Maharashtra,Farmer,2,1,2.3,Rice,879.4,Rain-fed,88,4.17,0,0,0,83490.3,18,35046,3,1,0
R4519,53,Female,Secondary,Madhya Pradesh,Shopkeeper,6,0,0,None,0,NA,0,0,130940.5,94892.96,74437.11,58416.53,26,67643,3,0,1
R4520,33,Male,Secondary,Madhya Pradesh,Farmer,8,2,6.29,Groundnut,720.7,Canal,59,14.08,0,0,0,353059.65,16,45355,0,0,1
R4521,21,Female,Secondary,Uttar Pradesh,Farmer,7,6,3.27,Rice,1073.6,Borewell,78,5.45,0,0,0,124991.02,21,45373,3,1,0
R4522,28,Female,Secondary,Uttar Pradesh,Farmer,8,6,8.73,Rice,741.5,Rain-fed,64,17.29,0,0,0,498235.36,16,148664,0,0,1
R4523,41,Male,None,Gujarat,Daily Wage,5,0,0,None,0,NA,0,0,63472.45,31269.36,52409.13,57275.1,20,144751,0,0,1
R4524,29,Male,Secondary,Telangana,Farmer,3,2,8.37,Rice,761,Rain-fed,60,11.95,0,0,0,392393.98,13,64085,0,0,1
R4525,24,Male,Secondary,Madhya Pradesh,Shopkeeper,8,4,0,None,0,NA,0,0,86021.92,41551.86,52494.22,76435.11,22,38914,0,0,1
R4526,44,Female,Secondary,Madhya Pradesh,Farmer,5,0,9.82,Corn,606.3,Canal,79,23.87,0,0,0,262420.43,23,83685,0,0,1
R4527,47,Male,Secondary,Telangana,Farmer,7,1,5.89,Corn,917.3,Rain-fed,89,10.85,0,0,0,288727.94,23,89097,2,0,1
R4528,47,Female,None,Telangana,Farmer,8,7,7.94,Pulses,828,Canal,56,14.97,0,0,0,316265.09,14,162848,3,0,1
R4529,30,Female,Graduate,Telangana,Service Provider,2,0,0,None,0,NA,0,0,97432.11,45679.78,68164.62,80116.52,21,126729,2,0,1
R4530,64,Female,Secondary,Karnataka,Dairy,4,0,0,None,0,NA,0,0,204424.73,160908.94,25608.13,59952.66,11,123337,1,0,0
R4531,61,Male,Primary,Madhya Pradesh,Farmer,4,1,6.76,Pulses,842,Borewell,58,7.46,0,0,0,224832.66,30,31287,3,0,1
R4532,63,Male,None,Telangana,Farmer,2,1,2.46,Sugarcane,733.5,Rain-fed,40,3.02,0,0,0,50219.58,23,198983,0,0,0
R4533,46,Female,Secondary,Madhya Pradesh,Farmer,8,7,5.42,Sugarcane,926.6,Borewell,51,11.75,0,0,0,261201.43,16,124520,3,0,1
R4534,32,Male,Graduate,Maharashtra,Farmer,4,3,7.13,Millets,1247.3,Canal,66,11.17,0,0,0,193705.74,16,31743,3,0,1
R4535,56,Female,Secondary,Maharashtra,Service Provider,8,6,0,None,0,NA,0,0,280066.53,188887.62,58273.21,118348.83,18,91120,2,0,0
R4536,60,Male,Secondary,Kerala,Dairy,5,0,0,None,0,NA,0,0,265029.31,196972.82,73158.65,78220.39,17,107178,2,0,0
R4537,36,Female,Secondary,Uttar Pradesh,Service Provider,4,2,0,None,0,NA,0,0,178907.91,89876.47,60641.25,107124.53,25,92430,2,0,0
R4538,27,Male,Primary,Uttar Pradesh,Farmer,4,1,4.92,Cotton,1177.7,Rain-fed,80,4.59,0,0,0,264943.69,21,177498,3,0,1
R4539,31,Female,Primary,Madhya Pradesh,Daily Wage,4,2,0,None,0,NA,0,0,191020.49,145999.36,69388.55,83764.82,25,109791,2,0,0
R4540,58,Female,Secondary,Madhya Pradesh,Shopkeeper,4,2,0,None,0,NA,0,0,110887.45,84749.45,60578.44,44590.44,18,111229,1,0,1
R4541,21,Male,None,Uttar Pradesh,Farmer,4,1,3.6,Corn,1222.2,Rain-fed,62,3.38,0,0,0,92368.5,23,116300,1,0,1
R4542,35,Female,Secondary,Karnataka,Farmer,3,1,5.39,Sugarcane,1053,Borewell,48,5.84,0,0,0,129013.72,21,55337,3,0,0
R4543,62,Female,Secondary,Kerala,Shopkeeper,7,1,0,None,0,NA,0,0,149269.27,111670.01,76095.62,61221.35,12,69605,1,0,0
R4544,20,Male,Primary,Tamil Nadu,Shopkeeper,7,3,0,None,0,NA,0,0,117351.29,70123.58,50825.8,60903,26,131533,0,0,0
R4545,24,Female,Primary,Uttar Pradesh,Service Provider,2,0,0,None,0,NA,0,0,296946.96,193388.96,75027.14,122145.71,16,116464,0,0,1
R4546,25,Female,None,Odisha,Farmer,5,1,3.86,Corn,1062.4,Borewell,50,4.57,0,0,0,185226.83,19,111104,0,0,1
R4547,54,Female,Primary,Madhya Pradesh,Farmer,6,0,9.03,Groundnut,804.7,Canal,80,19.84,0,0,0,465809.32,24,169802,0,0,1
R4548,48,Male,Graduate,Andhra Pradesh,Farmer,4,0,9.42,Wheat,1282.4,Rain-fed,43,10.96,0,0,0,198076.32,16,156159,2,0,1
R4549,28,Female,Primary,Gujarat,Shopkeeper,8,0,0,None,0,NA,0,0,112471.8,50072.78,55217.71,101915.96,21,125398,2,0,0
R4550,48,Female,Primary,Uttar Pradesh,Farmer,2,0,2.38,Sugarcane,443.4,Canal,95,5.38,0,0,0,139918.14,14,164718,3,0,1
R4551,61,Male,Primary,Andhra Pradesh,Farmer,2,0,2.67,Groundnut,1142.1,Canal,45,4.56,0,0,0,97102.24,22,89353,0,0,1
R4552,31,Female,None,Kerala,Daily Wage,3,0,0,None,0,NA,0,0,298146.4,195162.5,71104.91,137216.96,22,78817,2,0,0
R4553,38,Male,Secondary,Odisha,Farmer,8,1,3.35,Sugarcane,1132.6,Borewell,84,6.22,0,0,0,89596.68,17,132331,2,0,0
R4554,42,Female,Primary,Uttar Pradesh,Daily Wage,3,2,0,None,0,NA,0,0,293411.25,229338.16,25903.27,83218.45,16,67544,2,0,0
R4555,52,Female,Secondary,Telangana,Service Provider,4,3,0,None,0,NA,0,0,144024.86,103972.09,55280.02,73631,21,68759,1,0,0
R4556,41,Female,None,Kerala,Farmer,7,2,0.7,Wheat,1252,Borewell,59,0.57,0,0,0,35867.5,25,42648,3,0,0
R4557,50,Female,Primary,Odisha,Farmer,4,2,7.52,Rice,871.6,Canal,86,12.1,0,0,0,395888.49,22,68445,3,0,1
R4558,44,Male,Secondary,Madhya Pradesh,Farmer,8,3,3.71,Cotton,712,Rain-fed,86,4.77,0,0,0,92553.02,17,71038,0,0,0
R4559,60,Male,Primary,Uttar Pradesh,Shopkeeper,4,1,0,None,0,NA,0,0,260486.32,153115.63,32605.5,129743.23,23,31237,1,0,1
R4560,64,Male,Secondary,Gujarat,Farmer,5,1,8.26,Sugarcane,939.5,Canal,59,13.71,0,0,0,189246.02,16,181514,3,0,1
R4561,26,Male,Primary,Andhra Pradesh,Farmer,2,1,2.46,Cotton,1208.5,Rain-fed,66,4.18,0,0,0,83968.99,17,143195,2,0,0
R4562,27,Female,Primary,Andhra Pradesh,Farmer,6,2,5.76,Groundnut,838.3,Canal,44,5.69,0,0,0,276296.12,17,159159,0,0,1
R4563,63,Male,Graduate,Karnataka,Shopkeeper,7,4,0,None,0,NA,0,0,185862.54,97142.17,38426.88,99362.74,22,151386,0,0,0
R4564,42,Female,Graduate,Odisha,Farmer,8,2,2.01,Groundnut,898.2,Borewell,53,3.75,0,0,0,92560.84,24,101183,3,0,1
R4565,32,Male,None,Madhya Pradesh,Shopkeeper,3,0,0,None,0,NA,0,0,153582.61,68779.34,64561.04,117636.52,21,32974,1,0,0
R4566,54,Female,Primary,Odisha,Farmer,7,5,3.64,Pulses,1207.9,Canal,54,3.47,0,0,0,139713,21,37440,3,0,1
R4567,57,Female,None,Karnataka,Shopkeeper,5,3,0,None,0,NA,0,0,289755.46,223480,57768.33,79245.81,16,118328,0,0,0
R4568,61,Male,Primary,Odisha,Farmer,8,6,5.87,Corn,643.3,Rain-fed,58,6.77,0,0,0,280773.97,21,156490,3,0,1
R4569,33,Male,None,Andhra Pradesh,Farmer,5,4,9.66,Sugarcane,993.9,Borewell,64,13.56,0,0,0,324042.64,21,46426,1,1,1
R4570,65,Male,Secondary,Tamil Nadu,Farmer,5,1,7.01,Wheat,810.1,Canal,75,13.94,0,0,0,219477.62,13,73051,1,0,1
R4571,47,Female,None,Madhya Pradesh,Daily Wage,7,0,0,None,0,NA,0,0,77283.04,60967.87,14198.19,52015.84,24,33197,1,0,0
R4572,48,Male,Secondary,Uttar Pradesh,Shopkeeper,6,2,0,None,0,NA,0,0,61463.02,29600.44,44571.36,55599.88,21,94150,2,0,0
R4573,21,Male,Secondary,Gujarat,Daily Wage,8,5,0,None,0,NA,0,0,98487.29,70912.78,33288.35,46180.97,27,115537,3,0,0
R4574,38,Male,Graduate,Uttar Pradesh,Daily Wage,5,2,0,None,0,NA,0,0,82288.87,64546.6,25065.95,33665.16,23,112595,1,1,0
R4575,31,Female,Graduate,Tamil Nadu,Farmer,3,2,0.88,Groundnut,958.6,Canal,87,0.9,0,0,0,23650.45,26,149992,3,0,0
R4576,45,Male,Graduate,Gujarat,Farmer,3,1,7.33,Millets,1156.1,Canal,67,10.51,0,0,0,302724.77,22,50696,0,0,1
R4577,56,Female,Secondary,Maharashtra,Farmer,4,1,9.51,Millets,1004.4,Borewell,72,18.41,0,0,0,250377.7,17,78609,3,0,1
R4578,33,Male,Secondary,Madhya Pradesh,Farmer,4,3,1.52,Corn,986.1,Rain-fed,44,3.64,0,0,0,85998.74,15,108174,2,1,0
R4579,36,Male,Primary,Bihar,Farmer,4,1,7.98,Millets,539.8,Rain-fed,43,14.19,0,0,0,214074.15,20,140470,0,0,0
R4580,55,Male,Graduate,Maharashtra,Farmer,5,0,2.56,Wheat,1057.8,Rain-fed,77,5.95,0,0,0,98249.59,22,147182,1,0,0
R4581,52,Male,Secondary,Odisha,Daily Wage,2,1,0,None,0,NA,0,0,137660.12,63258.04,56518.76,91757.67,19,111124,1,1,0
R4582,26,Male,Secondary,Gujarat,Shopkeeper,5,3,0,None,0,NA,0,0,203627.79,83850.15,79277.77,151266.95,19,43630,0,0,0
R4583,53,Female,Secondary,Gujarat,Farmer,4,1,1.75,Wheat,658.3,Rain-fed,61,2.08,0,0,0,61596.81,21,139679,1,0,1
R4584,45,Female,Secondary,Karnataka,Service Provider,2,1,0,None,0,NA,0,0,267183.74,130252.87,54572.23,149964.3,21,66760,1,1,0
R4585,59,Female,Secondary,Kerala,Farmer,2,0,7.28,Groundnut,1127.3,Canal,83,10.67,0,0,0,386478.57,14,188565,1,0,1
R4586,59,Male,Primary,Gujarat,Farmer,4,0,5.43,Sugarcane,1257.2,Canal,60,11.98,0,0,0,152859.79,16,158062,3,0,1
R4587,44,Male,None,Bihar,Farmer,3,1,3.63,Cotton,906.5,Rain-fed,66,3.28,0,0,0,119426.74,19,101717,0,0,0
R4588,32,Female,Primary,Andhra Pradesh,Farmer,4,0,3.19,Rice,1033.2,Canal,85,4.68,0,0,0,72354.23,21,89653,2,0,1
R4589,60,Female,Primary,Karnataka,Farmer,7,5,7.15,Corn,1124.8,Canal,85,14.08,0,0,0,275600.86,24,55647,1,0,1
R4590,51,Male,Graduate,Bihar,Farmer,7,1,1.71,Pulses,1025.7,Borewell,60,3.7,0,0,0,48273.25,18,51029,3,0,1
R4591,22,Female,Primary,Maharashtra,Farmer,2,1,3.45,Millets,889.2,Rain-fed,63,4.25,0,0,0,105186.73,21,43578,3,0,1
R4592,56,Female,Secondary,Tamil Nadu,Farmer,8,4,8.9,Wheat,742.4,Canal,54,16.3,0,0,0,358494.98,20,138667,0,0,1
R4593,35,Male,Graduate,Kerala,Farmer,2,0,7.88,Sugarcane,950.8,Borewell,79,12.08,0,0,0,287180.65,21,32556,3,0,1
R4594,46,Male,Graduate,Maharashtra,Shopkeeper,8,7,0,None,0,NA,0,0,90054.22,44541.47,57458.41,72814.98,25,88661,1,0,1
R4595,44,Female,Primary,Uttar Pradesh,Daily Wage,4,2,0,None,0,NA,0,0,259443.7,128435.17,42282.07,146838.3,27,66123,0,0,0
R4596,63,Female,Secondary,Tamil Nadu,Farmer,2,0,9.87,Rice,686,Rain-fed,40,23.73,0,0,0,342535.2,22,167232,2,1,1
R4597,41,Male,Secondary,Gujarat,Farmer,2,1,7.43,Sugarcane,1060.9,Rain-fed,92,17.27,0,0,0,382769.34,25,187091,1,1,1
R4598,45,Female,Graduate,Kerala,Farmer,7,2,9.49,Corn,1089.4,Borewell,70,18.63,0,0,0,266421.37,21,148273,3,0,1
R4599,49,Female,Graduate,Karnataka,Shopkeeper,7,5,0,None,0,NA,0,0,158160.27,72863.37,78546.09,122329.43,23,48036,2,0,0
R4600,25,Male,Graduate,Kerala,Service Provider,2,1,0,None,0,NA,0,0,276135.9,207778.83,62349.68,106176.52,21,194551,2,0,0
R4601,59,Male,Secondary,Madhya Pradesh,Shopkeeper,3,0,0,None,0,NA,0,0,171391.49,112523.62,36114.35,87957.66,23,117476,2,1,0
R4602,61,Male,Secondary,Telangana,Dairy,7,4,0,None,0,NA,0,0,132026.59,86812.54,73590.02,55421.43,14,186945,3,0,0
R4603,62,Female,None,Telangana,Service Provider,3,0,0,None,0,NA,0,0,219059.45,171023.05,50796.93,71888.39,24,94827,2,1,0
R4604,23,Female,Primary,Telangana,Daily Wage,2,1,0,None,0,NA,0,0,171905.82,89285.02,35989.99,94963.96,15,165301,0,0,0
R4605,46,Female,Graduate,Andhra Pradesh,Farmer,3,0,8.47,Corn,963.8,Canal,78,9.4,0,0,0,286841.76,11,133913,3,0,1
R4606,60,Female,Graduate,Andhra Pradesh,Daily Wage,6,2,0,None,0,NA,0,0,267723.95,194808.37,29976.46,87024.19,22,53252,1,0,0
R4607,23,Female,Primary,Karnataka,Farmer,5,4,1.16,Groundnut,607.5,Canal,66,2.51,0,0,0,49797.27,21,73531,3,0,0
R4608,32,Female,Secondary,Kerala,Dairy,5,0,0,None,0,NA,0,0,201456.87,138358.16,35966.37,88247.02,25,122688,1,0,1
R4609,32,Male,Graduate,Uttar Pradesh,Shopkeeper,6,5,0,None,0,NA,0,0,143619.04,97821.5,11316.72,75911.74,13,153186,2,0,0
R4610,31,Male,Secondary,Maharashtra,Farmer,4,0,9.74,Rice,885.8,Rain-fed,95,18.39,0,0,0,543467.04,20,150193,2,0,1
R4611,22,Male,Secondary,Madhya Pradesh,Daily Wage,3,0,0,None,0,NA,0,0,137615.42,57078.06,26103.21,97677.76,18,166823,1,0,0
R4612,60,Male,None,Kerala,Farmer,7,3,5.37,Groundnut,604.8,Canal,95,9.41,0,0,0,296667.67,19,52855,1,0,1
R4613,50,Female,Graduate,Telangana,Farmer,7,4,0.83,Wheat,828.4,Rain-fed,71,1.26,0,0,0,29448.23,18,40081,3,0,0
R4614,28,Male,Graduate,Karnataka,Dairy,5,2,0,None,0,NA,0,0,293315.32,118293.7,76191.58,201463.05,23,141216,3,0,0
R4615,25,Male,Primary,Telangana,Shopkeeper,2,1,0,None,0,NA,0,0,271669.84,123824.95,18895.71,166964.23,15,145314,0,0,0
R4616,46,Female,Secondary,Andhra Pradesh,Farmer,5,1,3.13,Groundnut,1029.3,Canal,43,7.09,0,0,0,144233.5,14,96917,2,0,0
R4617,64,Female,Primary,Odisha,Farmer,8,3,4.03,Groundnut,678.4,Rain-fed,69,5.58,0,0,0,131947.27,28,52754,3,0,1
R4618,57,Male,Graduate,Uttar Pradesh,Farmer,8,1,7.35,Groundnut,502.8,Borewell,40,18.1,0,0,0,434540.52,17,131900,3,0,1
R4619,30,Female,Graduate,Bihar,Shopkeeper,8,2,0,None,0,NA,0,0,175033.68,84933.4,56228.85,110124.14,22,149036,2,0,0
R4620,38,Male,Secondary,Maharashtra,Shopkeeper,2,0,0,None,0,NA,0,0,220271.87,132939.6,59331.8,111161.24,14,71819,3,0,0
R4621,46,Female,Graduate,Madhya Pradesh,Shopkeeper,4,2,0,None,0,NA,0,0,75174.94,51461.19,35717.32,36519.45,25,106878,0,0,0
R4622,54,Female,Secondary,Odisha,Shopkeeper,8,4,0,None,0,NA,0,0,119382.08,54999.13,42086.19,100940.32,15,193487,3,0,0
R4623,32,Male,Primary,Maharashtra,Farmer,6,1,5.75,Millets,847.6,Canal,72,10.83,0,0,0,216191.89,21,117481,0,0,1
R4624,33,Female,Primary,Karnataka,Farmer,7,6,4,Corn,1399.7,Canal,60,7.34,0,0,0,205029.58,25,154671,3,0,1
R4625,57,Male,Secondary,Kerala,Farmer,5,2,9.15,Wheat,905.9,Rain-fed,54,19.51,0,0,0,439357.17,23,105147,1,0,1
R4626,43,Male,None,Kerala,Farmer,3,1,7.65,Pulses,985.1,Rain-fed,86,16.58,0,0,0,383236.74,22,153061,2,0,1
R4627,61,Female,None,Tamil Nadu,Shopkeeper,8,2,0,None,0,NA,0,0,245578.2,169237.71,63606.64,99267.94,27,125828,3,0,1
R4628,62,Female,Primary,Gujarat,Dairy,2,0,0,None,0,NA,0,0,186504.24,99123.87,27561.46,112751.16,21,186842,1,0,0
R4629,23,Female,None,Andhra Pradesh,Farmer,3,1,7.84,Millets,609.4,Rain-fed,57,13.7,0,0,0,321912.07,19,180008,3,0,1
R4630,58,Female,Primary,Bihar,Daily Wage,3,2,0,None,0,NA,0,0,136078.61,89401.49,52520.35,74211.72,20,77703,1,0,0
R4631,32,Male,Primary,Odisha,Farmer,3,2,4.58,Cotton,1193.9,Borewell,75,7.03,0,0,0,128958.61,13,101968,3,0,0
R4632,29,Female,None,Odisha,Shopkeeper,5,1,0,None,0,NA,0,0,90089.01,60340.43,24530.51,55019.06,16,193114,3,0,0
R4633,44,Female,Secondary,Telangana,Farmer,3,1,8.18,Cotton,924.6,Borewell,70,10.98,0,0,0,374510.88,17,136683,3,0,1
R4634,28,Male,Secondary,Bihar,Service Provider,2,1,0,None,0,NA,0,0,279847.57,162598.68,53832.36,145515.84,19,74084,2,0,0
R4635,21,Male,Graduate,Tamil Nadu,Service Provider,3,2,0,None,0,NA,0,0,150729.1,86959.77,70480.61,84219.32,22,72937,2,1,0
R4636,29,Male,Secondary,Madhya Pradesh,Farmer,5,1,9.03,Groundnut,1147.7,Canal,65,14.32,0,0,0,301638.01,27,152521,3,0,1
R4637,54,Female,Secondary,Gujarat,Shopkeeper,3,2,0,None,0,NA,0,0,225640.98,152555.43,75479.43,104931.26,17,96489,0,0,0
R4638,24,Male,Secondary,Karnataka,Service Provider,5,2,0,None,0,NA,0,0,67394.08,51583.71,15148.68,46804.2,21,81463,1,0,0
R4639,64,Female,None,Kerala,Dairy,5,1,0,None,0,NA,0,0,238940.16,128398.39,73198.69,125443.22,17,161895,1,0,1
R4640,35,Male,Primary,Telangana,Farmer,6,5,2.28,Pulses,1040.2,Borewell,46,4.73,0,0,0,64817.38,14,112238,2,0,1
R4641,54,Female,None,Madhya Pradesh,Farmer,3,2,4.3,Pulses,427.1,Rain-fed,70,8.29,0,0,0,159540.14,29,136653,2,0,0
R4642,58,Female,Secondary,Gujarat,Shopkeeper,8,6,0,None,0,NA,0,0,206730.71,105976.34,38818.13,121718.58,15,95733,2,1,0
R4643,55,Female,Secondary,Tamil Nadu,Farmer,7,5,7.86,Rice,1160.3,Borewell,41,8.67,0,0,0,298642.29,19,52302,3,0,1
R4644,64,Male,Secondary,Kerala,Service Provider,4,0,0,None,0,NA,0,0,215401.77,147040.21,75882.63,80971.7,14,120479,0,0,0
R4645,59,Male,Secondary,Kerala,Farmer,5,1,6.27,Pulses,633.3,Rain-fed,57,13.52,0,0,0,297624.22,11,33239,2,0,1
R4646,44,Female,Secondary,Bihar,Farmer,2,0,7.36,Groundnut,1239.3,Rain-fed,69,17.56,0,0,0,236683.37,21,71787,1,0,1
R4647,39,Female,None,Uttar Pradesh,Farmer,4,1,0.82,Sugarcane,809.1,Rain-fed,71,1.51,0,0,0,48269.18,21,35995,1,0,1
R4648,23,Female,Secondary,Madhya Pradesh,Daily Wage,6,3,0,None,0,NA,0,0,261623.76,109342.13,73436.26,178441.78,15,199147,3,0,0
R4649,54,Male,None,Karnataka,Daily Wage,4,1,0,None,0,NA,0,0,133219.88,67646.91,18260.41,93487.24,13,186268,3,0,0
R4650,27,Female,Graduate,Odisha,Daily Wage,2,0,0,None,0,NA,0,0,283649.07,125703.77,49078.38,170858.6,21,121424,0,0,0
R4651,20,Male,Primary,Maharashtra,Dairy,8,1,0,None,0,NA,0,0,269292.92,194071.26,29358.38,104124.73,19,154437,2,0,0
R4652,56,Male,Graduate,Bihar,Daily Wage,3,0,0,None,0,NA,0,0,245571.01,170502.43,30241.55,105650.61,21,30138,2,0,0
R4653,41,Male,Primary,Tamil Nadu,Shopkeeper,2,1,0,None,0,NA,0,0,121981.82,94203.32,30305.33,50918.97,15,65474,2,0,1
R4654,59,Female,None,Uttar Pradesh,Shopkeeper,5,3,0,None,0,NA,0,0,192875.36,148053.34,32833.94,64524.26,21,184771,1,0,0
R4655,55,Male,Primary,Karnataka,Farmer,4,0,3.82,Millets,724.1,Canal,78,5.51,0,0,0,151339.58,20,125864,0,0,1
R4656,47,Male,Graduate,Madhya Pradesh,Farmer,7,6,1.83,Groundnut,802.2,Rain-fed,58,4.38,0,0,0,95274.41,21,32079,0,0,1
R4657,32,Male,Primary,Uttar Pradesh,Daily Wage,8,3,0,None,0,NA,0,0,247407.37,118564.05,60958.68,139319.37,24,70102,1,1,0
R4658,54,Female,Secondary,Odisha,Farmer,8,6,5.97,Cotton,832.2,Borewell,40,7.5,0,0,0,157013.06,20,198859,1,0,1
R4659,29,Male,Primary,Odisha,Daily Wage,4,3,0,None,0,NA,0,0,199192.51,124812.26,25460.87,96640.93,14,86297,1,0,0
R4660,29,Female,Primary,Maharashtra,Farmer,7,4,9.99,Millets,763,Canal,60,24.78,0,0,0,268180.2,30,44573,0,0,1
R4661,37,Female,Secondary,Maharashtra,Service Provider,3,2,0,None,0,NA,0,0,189715.29,144903.55,10455.42,59819.11,13,146449,3,0,0
R4662,24,Male,Secondary,Gujarat,Farmer,2,1,4.84,Groundnut,1169.1,Canal,42,9.65,0,0,0,250418.62,28,37304,3,0,1
R4663,23,Female,Graduate,Madhya Pradesh,Dairy,6,5,0,None,0,NA,0,0,146986.06,98281.63,24941.93,83003.62,16,116374,2,0,0
R4664,43,Male,None,Andhra Pradesh,Service Provider,8,3,0,None,0,NA,0,0,234350.78,126517.11,62422.71,130985.8,15,150800,0,0,0
R4665,60,Female,Primary,Madhya Pradesh,Farmer,2,1,3.81,Rice,1051.7,Borewell,93,6.55,0,0,0,129301.1,18,130944,2,0,0
R4666,47,Female,Secondary,Gujarat,Daily Wage,6,1,0,None,0,NA,0,0,199720.11,143797.98,24083.79,74645.82,13,102777,3,0,0
R4667,57,Male,Primary,Bihar,Farmer,4,1,8.83,Rice,858,Rain-fed,85,21.54,0,0,0,407262.91,24,54567,2,0,1
R4668,56,Female,Secondary,Maharashtra,Farmer,2,0,9.11,Corn,727.1,Rain-fed,71,16.32,0,0,0,306632.08,18,141773,2,0,1
R4669,34,Male,None,Andhra Pradesh,Farmer,8,0,6.66,Sugarcane,727.3,Canal,55,7.53,0,0,0,377757.49,16,89094,3,0,1
R4670,55,Male,Graduate,Tamil Nadu,Farmer,8,3,9.11,Cotton,756.7,Canal,46,20.68,0,0,0,233307.81,10,39449,2,0,1
R4671,54,Male,Primary,Tamil Nadu,Shopkeeper,3,0,0,None,0,NA,0,0,225024.21,158446.3,69829.87,98893.18,27,189133,1,0,0
R4672,29,Female,Primary,Madhya Pradesh,Farmer,6,3,5.55,Pulses,472.3,Rain-fed,75,6.26,0,0,0,221969.62,26,178199,0,0,1
R4673,43,Female,Secondary,Tamil Nadu,Daily Wage,4,3,0,None,0,NA,0,0,227451.18,106515.88,11797.67,138733.1,27,186310,0,0,0
R4674,40,Female,Secondary,Tamil Nadu,Daily Wage,7,5,0,None,0,NA,0,0,167076.19,129425.71,42407.19,53778.12,18,31429,2,0,1
R4675,60,Male,Primary,Gujarat,Farmer,7,6,9.3,Wheat,1020.4,Canal,91,15.88,0,0,0,421265.84,28,172508,0,0,1
R4676,60,Male,Primary,Kerala,Daily Wage,5,0,0,None,0,NA,0,0,137719.99,108914.58,15516.97,60550.3,22,96103,2,0,0
R4677,22,Male,Graduate,Madhya Pradesh,Service Provider,5,1,0,None,0,NA,0,0,135078.99,59137.2,50935.16,115751.89,21,36853,3,0,0
R4678,38,Female,Primary,Uttar Pradesh,Farmer,8,6,9.35,Groundnut,833.6,Canal,67,9.69,0,0,0,378943.94,18,123959,2,0,1
R4679,59,Male,Secondary,Telangana,Service Provider,4,2,0,None,0,NA,0,0,224486.55,151553.75,65285.47,83681.93,29,110947,1,0,0
R4680,26,Female,Primary,Telangana,Farmer,5,2,3.44,Wheat,895.1,Borewell,73,3.12,0,0,0,100343.43,21,102025,3,1,0
R4681,30,Male,Primary,Madhya Pradesh,Shopkeeper,4,0,0,None,0,NA,0,0,138982.38,100912.75,17709.24,68553.58,19,64940,1,0,0
R4682,25,Male,Secondary,Andhra Pradesh,Farmer,3,1,8.24,Groundnut,1067.2,Rain-fed,40,15.13,0,0,0,386943.06,12,176413,3,0,1
R4683,39,Female,Graduate,Gujarat,Farmer,6,1,7.61,Cotton,930.3,Borewell,89,13.77,0,0,0,155992.34,22,43211,0,0,1
R4684,44,Male,Secondary,Bihar,Shopkeeper,8,6,0,None,0,NA,0,0,233322.95,145086.54,18900.62,116658.29,16,194532,1,0,0
R4685,62,Female,Primary,Uttar Pradesh,Shopkeeper,3,2,0,None,0,NA,0,0,272977.15,143950.39,67683.81,143878.92,15,44913,2,0,0
R4686,39,Male,Primary,Odisha,Farmer,5,2,4.79,Groundnut,771.6,Borewell,49,10.79,0,0,0,206699.4,17,166450,3,0,1
R4687,46,Female,Primary,Gujarat,Farmer,6,0,5.31,Cotton,955.1,Canal,87,10.76,0,0,0,258241.73,23,83565,2,0,1
R4688,52,Male,Primary,Bihar,Farmer,4,2,9.03,Sugarcane,747.5,Rain-fed,58,20.18,0,0,0,505099.1,17,176160,2,0,1
R4689,47,Male,Secondary,Kerala,Dairy,2,0,0,None,0,NA,0,0,150502.04,80034.79,34289.98,92938.14,18,43420,0,0,0
R4690,23,Female,Secondary,Kerala,Farmer,2,1,2.52,Cotton,669.7,Borewell,71,2.23,0,0,0,60411.56,18,198853,2,0,1
R4691,43,Female,None,Bihar,Farmer,5,0,9.48,Wheat,1032.4,Canal,62,14.6,0,0,0,388545.8,23,188581,1,0,1
